"daily"
Date,Crop,Stage,ETa/ETc,Tavg,Precip,Mois_1,RootDep,Recharge,PercolationRate_1,PercolationRate_2,PercolationRate_3,PercolationRate_4,PercolationRate_5,G-Iso,G-Mono,JJV-Iso,JJV-Mono
1994-07-20,wheat/winter wheat,5,0.31,18.6,0,0.065,12,0.007,0,0,0,0,0,0,0.65565,0,0.61737
1994-07-21,wheat/winter wheat,6,0.19,20.8,0,0.064,12,0.007,0,0,0,0,0,0,0.76321,0,0.71552
1994-07-22,wheat/winter wheat,6,0.22,22.9,0,0.063,12,0.006,0,0,0,0,0,0,0.76321,0,0.71552
1994-07-23,,0,0.22,24.1,0,0.062,0,0.006,0,0,0,0,0,0,0,0,0
1994-07-24,,0,0.19,24.6,0,0.06,0,0.006,0,0,0,0,0,0,0,0,0
1994-07-25,,0,0.17,25,0,0.059,0,0.005,0,0,0,0,0,0,0,0,0
1994-07-26,,0,0.15,26.5,0,0.058,0,0.005,0,0,0,0,0,0,0,0,0
1994-07-27,,0,0.13,25.7,0.1,0.058,0,0.005,0,0,0,0,0,0,0,0,0
1994-07-28,,0,0.11,26.1,0,0.057,0,0.005,0,0,0,0,0,0,0,0,0
1994-07-29,,0,0.1,26.5,0,0.055,0,0.005,0,0,0,0,0,0,0,0,0
1994-07-30,,0,0.09,26,0,0.054,0,0.004,0,0,0,0,0,0,0,0,0
1994-07-31,,0,0.09,27.4,0,0.053,0,0.004,0,0,0,0,0,0,0,0,0
1994-08-01,,0,0.08,27.6,0,0.052,0,0.004,0,0,0,0,0,0,0,0,0
1994-08-02,,0,0.08,24.2,0,0.051,0,0.004,0,0,0,0,0,0,0,0,0
1994-08-03,,0,0.07,22.1,0,0.05,0,0.004,0,0,0,0,0,0,0,0,0
1994-08-04,,0,0.07,22,0,0.049,0,0.004,0,0,0,0,0,0,0,0,0
1994-08-05,,0,0.07,25.3,0,0.049,0,0.004,0,0,0,0,0,0,0,0,0
1994-08-06,,0,0.06,23.8,0,0.048,0,0.003,0,0,0,0,0,0,0,0,0
1994-08-07,,0,0.06,20.7,0,0.047,0,0.003,0,0,0,0,0,0,0,0,0
1994-08-08,,0,0.06,20.5,0,0.047,0,0.003,0,0,0,0,0,0,0,0,0
1994-08-09,,0,0.06,21.3,0,0.046,0,0.003,0,0,0,0,0,0,0,0,0
1994-08-10,,0,0.05,21.1,0,0.045,0,0.003,0,0,0,0,0,0,0,0,0
1994-08-11,,0,0.04,18.7,11.5,0.16,0,0.003,0,0,0,0,0,0,0,0,0
1994-08-12,,0,0.72,17.7,12.7,0.222,0,0.003,4.202,0,0,0,0,0,0,0,0
1994-08-13,,0,0.76,14.9,1.5,0.204,0,0.003,0.042,0,0,0,0,0,0,0,0
1994-08-14,,0,0.75,12.1,1.4,0.183,0,0.003,0,0,0,0,0,0,0,0,0
1994-08-15,,0,0.74,13.9,0.2,0.152,0,0.003,0,0,0,0,0,0,0,0,0
1994-08-16,,0,0.73,13.9,0,0.13,0,0.002,0,0,0,0,0,0,0,0,0
1994-08-17,,0,0.71,16,0.3,0.107,0,0.002,0,0,0,0,0,0,0,0,0
1994-08-18,,0,0.7,13.4,6.8,0.148,0,0.002,0,0,0,0,0,0,0,0,0
1994-08-19,,0,0.72,13.9,6.4,0.181,0,0.002,0,0,0,0,0,0,0,0,0
1994-08-20,,0,0.74,16,1.6,0.164,0,0.002,0,0,0,0,0,0,0,0,0
1994-08-21,,0,0.73,14.9,0,0.147,0,0.002,0,0,0,0,0,0,0,0,0
1994-08-22,,0,0.72,15.8,0,0.126,0,0.002,0,0,0,0,0,0,0,0,0
1994-08-23,,0,0.84,16.9,0,0.102,0,0.002,0,0,0,0,0,0,0,0,0
1994-08-24,,0,0.83,16.2,0,0.083,0,0.002,0,0,0,0,0,0,0,0,0
1994-08-25,,0,0.53,17.2,0,0.073,0,0.002,0,0,0,0,0,0,0,0,0
1994-08-26,,0,0.17,16.2,7.5,0.145,0,0.002,0,0,0,0,0,0,0,0,0
1994-08-27,,0,0.71,18.4,0.1,0.12,0,0.002,0,0,0,0,0,0,0,0,0
1994-08-28,,0,0.7,15.8,3.4,0.125,0,0.002,0,0,0,0,0,0,0,0,0
1994-08-29,,0,0.69,14.6,0.9,0.102,0,0.002,0,0,0,0,0,0,0,0,0
1994-08-30,,0,0.78,14,0,0.077,0,0.002,0,0,0,0,0,0,0,0,0
1994-08-31,,0,0.35,12.3,0,0.072,0,0.002,0,0,0,0,0,0,0,0,0
1994-09-01,,0,0.13,16.3,2,0.089,0,0.002,0,0,0,0,0,0,0,0,0
1994-09-02,,0,0.52,17.6,3,0.105,0,0.002,0,0,0,0,0,0,0,0,0
1994-09-03,,0,0.68,15.4,1,0.095,0,0.002,0,0,0,0,0,0,0,0,0
1994-09-04,,0,0.71,17.3,0,0.075,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-05,,0,0.22,15.5,1,0.081,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-06,,0,0.34,14.7,6,0.134,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-07,,0,0.69,12.9,0,0.098,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-08,,0,0.67,15.4,7,0.152,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-09,,0,0.7,15.3,0.1,0.12,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-10,,0,0.69,12.8,0.5,0.098,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-11,,0,0.67,12.3,1.7,0.088,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-12,,0,0.5,15,2.3,0.095,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-13,,0,0.69,15.6,0,0.071,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-14,,0,0.06,14.6,1.9,0.088,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-15,,0,0.49,14.7,1.3,0.079,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-16,,0,0.3,11.7,2.1,0.086,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-17,,0,0.44,10.9,1.7,0.085,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-18,,0,0.43,11.1,0.3,0.075,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-19,,0,0.26,10.8,0.2,0.072,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-20,,0,0.13,10.7,0.1,0.071,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-21,,0,0.09,11.9,0.1,0.07,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-22,,0,0.07,12.1,0,0.069,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-23,,0,0.06,13,0,0.069,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-24,,0,0.06,13.4,0,0.068,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-25,,0,0.05,14.6,0,0.067,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-26,,0,0.05,14.9,0,0.066,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-27,,0,0.05,13.2,0.2,0.067,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-28,,0,0.05,10.5,0,0.066,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-29,,0,0.05,12.4,0,0.065,0,0.001,0,0,0,0,0,0,0,0,0
1994-09-30,,0,0.05,12.5,0,0.064,0,0.001,0,0,0,0,0,0,0,0,0
1994-10-01,wheat/winter wheat,1,0.05,9.9,0,0.063,0,0.001,0,0,0,0,0,0,0.0879,0,0.08682
1994-10-02,wheat/winter wheat,1,0.05,8.8,0,0.063,0,0.001,0,0,0,0,0,0,0.07933,0,0.07864
1994-10-03,wheat/winter wheat,1,0.04,10.7,2.5,0.088,0,0.001,0,0,0,0,0,0,0.09385,0,0.09331
1994-10-04,wheat/winter wheat,1,0.48,5.7,0.2,0.083,0,0.001,0,0,0,0,0,0,0.06034,0,0.05949
1994-10-05,wheat/winter wheat,1,0.38,4,1.5,0.093,0,0.001,0,0,0,0,0,0,0.0515,0,0.05105
1994-10-06,wheat/winter wheat,1,0.59,4.2,0,0.087,0,0.001,0,0,0,0,0,0,0.05271,0,0.05198
1994-10-07,wheat/winter wheat,1,0.47,4.1,0,0.084,0,0.001,0,0,0,0,0,0,0.05214,0,0.05152
1994-10-08,wheat/winter wheat,1,0.41,4.9,0,0.082,0,0.001,0,0,0,0,0,0,0.05556,0,0.05536
1994-10-09,wheat/winter wheat,1,0.37,4.9,0,0.08,0,0.001,0,0,0,0,0,0,0.05598,0,0.05536
1994-10-10,wheat/winter wheat,1,0.33,5.1,0,0.077,0,0.001,0,0,0,0,0,0,0.05704,0,0.05637
1994-10-11,wheat/winter wheat,1,0.26,5.7,0,0.074,0,0.001,0,0,0,0,0,0,0.0603,0,0.05949
1994-10-12,wheat/winter wheat,1,0.21,8.1,0,0.072,0,0.001,0,0,0,0,0,0,0.07488,0,0.07384
1994-10-13,wheat/winter wheat,1,0.13,8.7,0,0.071,0,0.001,0,0,0,0,0,0,0.07821,0,0.07794
1994-10-14,wheat/winter wheat,1,0.06,10.4,0,0.07,0,0.001,0,0,0,0,0,0,0.09208,0,0.09082
1994-10-15,wheat/winter wheat,1,0.05,8.9,0,0.07,0,0.001,0,0,0,0,0,0,0.08046,0,0.07935
1994-10-16,wheat/winter wheat,1,0.05,8.1,0,0.069,0,0.001,0,0,0,0,0,0,0.07465,0,0.07384
1994-10-17,wheat/winter wheat,1,0.05,2.7,0,0.069,0,0.001,0,0,0,0,0,0,0.04589,0,0.04542
1994-10-18,wheat/winter wheat,2,0.05,0.8,0,0.069,1,0.001,0,0,0,0,0,0,0.04281,0,0.04253
1994-10-19,wheat/winter wheat,2,0.05,2.2,0,0.069,1,0.001,0,0,0,0,0,0,0.04856,0,0.04815
1994-10-20,wheat/winter wheat,2,0.05,4.4,0,0.069,1,0.001,0,0,0,0,0,0,0.05916,0,0.05855
1994-10-21,wheat/winter wheat,2,0.05,4.9,0,0.069,1,0.001,0,0,0,0,0,0,0.06171,0,0.06107
1994-10-22,wheat/winter wheat,2,0.05,8.1,0,0.069,1,0.001,0,0,0,0,0,0,0.08205,0,0.08122
1994-10-23,wheat/winter wheat,2,0.05,9.7,0.1,0.07,1,0.001,0,0,0,0,0,0,0.09416,0,0.09349
1994-10-24,wheat/winter wheat,2,0.05,10.2,0,0.07,1,0.001,0,0,0,0,0,0,0.09866,0,0.09745
1994-10-25,wheat/winter wheat,2,0.05,9.5,0,0.07,1,0.001,0,0,0,0,0,0,0.09216,0,0.09115
1994-10-26,wheat/winter wheat,2,0.05,8.4,1,0.08,2,0.001,0,0,0,0,0,0,0.08296,0,0.08227
1994-10-27,wheat/winter wheat,2,0.3,7.9,0.5,0.084,2,0.001,0,0,0,0,0,0,0.07886,0,0.07838
1994-10-28,wheat/winter wheat,2,0.38,6.7,0.3,0.087,2,0.001,0,0,0,0,0,0,0.07055,0,0.07012
1994-10-29,wheat/winter wheat,2,0.44,5.8,0.1,0.087,2,0.001,0,0,0,0,0,0,0.06497,0,0.06447
1994-10-30,wheat/winter wheat,2,0.48,9.5,5,0.137,2,0.001,0,0,0,0,0,0,0.08999,0,0.08968
1994-10-31,wheat/winter wheat,2,0.69,13.9,5.8,0.193,2,0.001,0,0,0,0,0,0,0.13334,0,0.13276
1994-11-01,wheat/winter wheat,2,0.73,11.1,0.8,0.197,2,0.001,0,0,0,0,0,0,0.1035,0,0.10272
1994-11-02,wheat/winter wheat,2,0.73,6.7,0,0.196,2,0.001,0,0,0,0,0,0,0.07155,0,0.07101
1994-11-03,wheat/winter wheat,2,0.73,2.4,0,0.196,2,0.001,0,0,0,0,0,0,0.04936,0,0.04907
1994-11-04,wheat/winter wheat,2,0.73,5.1,0,0.196,2,0,0,0,0,0,0,0,0.06292,0,0.06249
1994-11-05,wheat/winter wheat,2,0.73,7.3,0,0.195,2,0,0,0,0,0,0,0,0.07732,0,0.07677
1994-11-06,wheat/winter wheat,2,0.73,7.7,0,0.194,2,0,0,0,0,0,0,0,0.08174,0,0.08115
1994-11-07,wheat/winter wheat,2,0.74,7.3,0.1,0.194,2,0,0,0,0,0,0,0,0.08011,0,0.07999
1994-11-08,wheat/winter wheat,2,0.74,6,0.2,0.196,2,0,0,0,0,0,0,0,0.07217,0,0.07205
1994-11-09,wheat/winter wheat,2,0.73,5.4,0,0.195,2,0,0,0,0,0,0,0,0.06905,0,0.06884
1994-11-10,wheat/winter wheat,2,0.73,4.7,0,0.195,3,0,0,0,0,0,0,0,0.06532,0,0.06514
1994-11-11,wheat/winter wheat,2,0.73,2.9,0,0.195,3,0,0,0,0,0,0,0,0.05601,0,0.05566
1994-11-12,wheat/winter wheat,2,0.73,-1.1,0,0.195,3,0,0,0,0,0,0,0,0.03889,0,0.03882
1994-11-13,wheat/winter wheat,2,0.73,-1.8,0,0.195,3,0,0,0,0,0,0,0,0.0365,0,0.03639
1994-11-14,wheat/winter wheat,2,0.78,5.9,7.8,0.273,3,0,0,0,0,0,0,0,0.07278,0,0.07264
1994-11-15,wheat/winter wheat,2,0.75,10.9,5.3,0.324,3,0,0,0,0,0,0,0,0.11536,0,0.11483
1994-11-16,wheat/winter wheat,2,0.76,7.8,9.9,0.322,3,0,10,0,0,0,0,0,0.08971,0,0.08938
1994-11-17,wheat/winter wheat,2,0.81,5.8,3.2,0.254,3,0,10,2.491,0,0,0,0,0.0761,0,0.07592
1994-11-18,wheat/winter wheat,2,0.93,4.4,0.5,0.243,3,0,1.596,1.682,0,0,0,0,0.06756,0,0.06741
1994-11-19,wheat/winter wheat,2,0.93,3.9,0.3,0.24,3,0,0.535,0.727,0,0,0,0,0.06487,0,0.06467
1994-11-20,wheat/winter wheat,2,0.91,10.2,1.9,0.242,3,0,1.623,1.457,0,0,0,0,0.11458,0,0.11426
1994-11-21,wheat/winter wheat,2,0.91,8.2,0.3,0.24,3,0,0.508,0.674,0,0,0,0,0.09792,0,0.09742
1994-11-22,wheat/winter wheat,2,0.91,5,0,0.238,3,0,0.16,0.31,0,0,0,0,0.07477,0,0.0746
1994-11-23,wheat/winter wheat,2,0.91,2.1,0,0.237,3,0,0.079,0.177,0,0,0,0,0.05791,0,0.05779
1994-11-24,wheat/winter wheat,2,0.8,7.7,0.9,0.24,3,0,0.55,0.397,0,0,0,0,0.09565,0,0.09552
1994-11-25,wheat/winter wheat,2,0.92,5.7,0.8,0.24,3,0,0.699,0.606,0,0,0,0,0.08107,0,0.08069
1994-11-26,wheat/winter wheat,2,0.83,4.8,2.1,0.243,3,0,1.82,1.585,0,0,0,0,0.07523,0,0.07513
1994-11-27,wheat/winter wheat,2,0.91,6,0,0.239,3,0,0.354,0.584,0,0,0,0,0.08413,0,0.08402
1994-11-28,wheat/winter wheat,2,0.91,7.3,0,0.238,3,0,0.143,0.287,0,0,0,0,0.09563,0,0.09509
1994-11-29,wheat/winter wheat,2,0.91,6.4,0,0.237,3,0,0.071,0.164,0,0,0,0,0.08925,0,0.08909
1994-11-30,wheat/winter wheat,2,0.94,4.7,0.1,0.237,4,0,0.066,0.114,0,0,0,0,0.07723,0,0.0771
1994-12-01,wheat/winter wheat,2,1,-1.5,0,0.237,4,0,0,0.067,0,0,0,0,0.04444,0,0.0443
1994-12-02,wheat/winter wheat,2,0.78,-2.9,0,0.237,4,0,0,0.045,0,0,0,0,0.03905,0,0.03899
1994-12-03,wheat/winter wheat,2,1,-1,0,0.237,4,0,0,0.032,0,0,0,0,0.0463,0,0.0462
1994-12-04,wheat/winter wheat,2,0.86,5.9,0.9,0.246,4,0,0,0.024,0,0,0,0,0.08618,0,0.08581
1994-12-05,wheat/winter wheat,2,0.8,7.7,1,0.255,4,0,0,0.019,0,0,0,0,0.10208,0,0.10184
1994-12-06,wheat/winter wheat,2,0.8,5.8,1,0.264,4,0,0,0.015,0,0,0,0,0.08718,0,0.08697
1994-12-07,wheat/winter wheat,2,0.78,3.4,0,0.243,4,0,2.086,1.373,0,0,0,0,0.07093,0,0.07063
1994-12-08,wheat/winter wheat,2,0.93,4.9,0.4,0.241,4,0,0.652,0.782,0,0,0,0,0.08112,0,0.08087
1994-12-09,wheat/winter wheat,2,0.93,6.1,7,0.245,4,0,6.48,6.04,2.162,0,0,0,0.09073,0,0.09057
1994-12-10,wheat/winter wheat,2,1,2.1,2.1,0.244,4,0,2.27,2.437,2.413,0,0,0,0.0638,0,0.06367
1994-12-11,wheat/winter wheat,2,0.97,10.6,1.7,0.243,4,0,1.756,1.821,1.877,0,0,0,0.13678,0,0.13661
1994-12-12,wheat/winter wheat,2,0.79,11.1,10.9,0.251,4,0,10,9.687,9.39,0.543,0,0,0.14472,0,0.14448
1994-12-13,wheat/winter wheat,2,0.97,7.8,1.8,0.243,4,0,2.496,2.708,2.903,2.55,0,0,0.1091,0,0.1088
1994-12-14,wheat/winter wheat,2,1,2.1,0.8,0.242,4,0,0.958,1.141,1.313,1.44,0,0,0.06621,0,0.06609
1994-12-15,wheat/winter wheat,2,1,-0.9,0,0.239,4,0,0.272,0.473,0.639,0.782,0,0,0.05054,0,0.05037
1994-12-16,wheat/winter wheat,2,1,-1,0.1,0.24,4,0,0,0.184,0.327,0.45,0,0,0.04991,0,0.04984
1994-12-17,wheat/winter wheat,2,1,1.6,0,0.24,4,0,0,0.098,0.195,0.287,0,0,0.06305,0,0.06286
1994-12-18,wheat/winter wheat,2,1,0.4,0,0.24,4,0,0,0.061,0.128,0.197,0,0,0.0565,0,0.05632
1994-12-19,wheat/winter wheat,2,1,1.3,0,0.24,4,0,0,0.041,0.091,0.144,0,0,0.06103,0,0.06096
1994-12-20,wheat/winter wheat,2,1,-0.6,0,0.24,4,0,0,0.03,0.068,0.109,0,0,0.05139,0,0.05128
1994-12-21,wheat/winter wheat,2,1,1.2,0,0.24,4,0,0,0.023,0.052,0.086,0,0,0.06026,0,0.0602
1994-12-22,wheat/winter wheat,2,1,1.4,0,0.24,4,0,0,0.018,0.042,0.069,0,0,0.06124,0,0.06118
1994-12-23,wheat/winter wheat,2,1,0,0,0.24,4,0,0,0.014,0.034,0.057,0,0,0.05393,0,0.05383
1994-12-24,wheat/winter wheat,2,1,-2.6,0,0.24,4,0,0,0.012,0.028,0.048,0,0,0.04255,0,0.04252
1994-12-25,wheat/winter wheat,2,1,-3.2,0,0.24,4,0,0,0.01,0.024,0.04,0,0,0.04025,0,0.04022
1994-12-26,wheat/winter wheat,2,1,-0.8,0,0.24,4,0,0,0.008,0.02,0.035,0,0,0.04992,0,0.04985
1994-12-27,wheat/winter wheat,2,0.98,3.2,7,0.31,4,0,0,0.007,0.018,0.03,0,0,0.07142,0,0.07133
1994-12-28,wheat/winter wheat,2,0.99,4.5,1.7,0.327,4,0,0,0.006,0.015,0.026,0,0,0.08027,0,0.08015
1994-12-29,wheat/winter wheat,2,0.84,11,0.3,0.328,4,0,0,0.005,0.013,0.023,0,0,0.14446,0,0.14415
1994-12-30,wheat/winter wheat,2,0.79,7.4,2.7,0.254,4,0,10,8.877,7.808,6.808,3.035,0,0.10627,0,0.10595
1994-12-31,wheat/winter wheat,2,0.98,5.1,0.7,0.243,4,0,1.803,2.062,2.283,2.469,2.508,0,0.08741,0,0.08727
1995-01-01,wheat/winter wheat,2,1,1.3,2.5,0.244,4,0,2.414,2.372,2.36,2.368,2.379,0,0.06236,0,0.06224
1995-01-02,wheat/winter wheat,2,1,-0.9,0.7,0.242,4,0,0.963,1.132,1.273,1.393,1.497,0,0.05103,0,0.05096
1995-01-03,wheat/winter wheat,2,1,-1.8,0.2,0.244,4,0,0,0.295,0.507,0.675,0.816,0,0.04709,0,0.04692
1995-01-04,wheat/winter wheat,2,1,-7.3,0,0.244,4,0,0,0.136,0.267,0.388,0.499,0,0.02863,0,0.02856
1995-01-05,wheat/winter wheat,2,1,-6.6,0,0.244,4,0,0,0.078,0.164,0.251,0.334,0,0.03043,0,0.03038
1995-01-06,wheat/winter wheat,2,1,-8.8,0,0.244,4,0,0,0.051,0.111,0.175,0.239,0,0.02494,0,0.0249
1995-01-07,wheat/winter wheat,2,1,-6.1,0,0.244,4,0,0,0.036,0.08,0.129,0.18,0,0.03174,0,0.03171
1995-01-08,wheat/winter wheat,2,1,-5.7,0,0.244,4,0,0,0.026,0.061,0.099,0.14,0,0.03288,0,0.03284
1995-01-09,wheat/winter wheat,2,1,-2.4,0.8,0.253,4,0,0,0.02,0.047,0.079,0.112,0,0.0442,0,0.04414
1995-01-10,wheat/winter wheat,2,1,1.7,3.1,0.284,5,0,0,0.016,0.038,0.064,0.092,0,0.06383,0,0.06375
1995-01-11,wheat/winter wheat,2,1,0.3,0,0.284,5,0,0,0.013,0.031,0.053,0.077,0,0.05617,0,0.0561
1995-01-12,wheat/winter wheat,2,1,-0.9,0,0.284,5,0,0,0.011,0.026,0.044,0.065,0,0.05033,0,0.05026
1995-01-13,wheat/winter wheat,2,1,-2,0,0.284,5,0,0,0,0.02,0.037,0.055,0,0.04555,0,0.04545
1995-01-14,wheat/winter wheat,2,1,-1.5,0,0.284,5,0,0,0,0.016,0.032,0.048,0,0.04754,0,0.04747
1995-01-15,wheat/winter wheat,2,1,1.8,1,0.294,5,0,0,0,0.013,0.027,0.041,0,0.06387,0,0.06379
1995-01-16,wheat/winter wheat,2,1,2.3,0,0.294,5,0,0,0,0.011,0.023,0.036,0,0.0668,0,0.06661
1995-01-17,wheat/winter wheat,2,1,0.3,0,0.294,5,0,0,0,0.009,0.02,0.032,0,0.05581,0,0.05556
1995-01-18,wheat/winter wheat,2,1,-0.5,0,0.294,5,0,0,0,0.008,0.017,0.028,0,0.05182,0,0.05161
1995-01-19,wheat/winter wheat,2,1,-2.5,0.3,0.297,5,0,0,0,0.007,0.015,0.025,0,0.04307,0,0.04303
1995-01-20,wheat/winter wheat,2,1,-1.6,1.2,0.31,5,0,0,0,0.006,0.014,0.022,0,0.04671,0,0.04659
1995-01-21,wheat/winter wheat,2,1,1.1,1.1,0.322,5,0,0,0,0.005,0.012,0.02,0,0.05951,0,0.05932
1995-01-22,wheat/winter wheat,2,1,2.7,8.6,0.408,5,0,0,0,0.005,0.011,0.018,0,0.06853,0,0.06837
1995-01-23,wheat/winter wheat,2,0.8,5.3,3,0.437,5,0,0,0,0.004,0.01,0.016,0,0.08664,0,0.08633
1995-01-24,wheat/winter wheat,2,2.05,3.9,2,0.446,5,0,0,0,0.003,0.009,0.015,0,0.07684,0,0.07662
1995-01-25,wheat/winter wheat,2,1,2.6,1.6,0.35,5,0,10,0,0.003,0.008,0.013,0,0.06841,0,0.06829
1995-01-26,wheat/winter wheat,2,0.92,7.1,6.7,0.338,5,0,10,0,0.003,0.007,0.012,0,0.10255,0,0.10228
1995-01-27,wheat/winter wheat,2,1,1.7,2.4,0.326,5,0,10,0,0.002,0.006,0.011,0,0.06392,0,0.06366
1995-01-28,wheat/winter wheat,2,0.96,3,2.5,0.251,5,0,10,10,8.856,7.762,6.717,0,0.07154,0,0.07142
1995-01-29,wheat/winter wheat,2,0.93,6,5.8,0.245,5,0.027,6.363,10,9.985,9.953,9.901,0,0.09376,0,0.09352
1995-01-30,wheat/winter wheat,2,0.98,2.9,1,0.242,5,6.626,1.278,10,9.999,9.998,9.996,0,0.07149,0,0.07133
1995-01-31,wheat/winter wheat,2,0.92,-1,0,0.242,5,9.855,0,10,10,10,10,0,0.05035,0,0.0502
1995-02-01,wheat/winter wheat,2,0.85,5.4,0.1,0.242,5,4.311,0,0.598,1.036,1.402,1.721,0,0.08939,0,0.08915
1995-02-02,wheat/winter wheat,2,0.98,5,0.6,0.24,5,2.634,0.724,0.689,0.754,0.865,0.992,0,0.08689,0,0.08656
1995-02-03,wheat/winter wheat,2,0.97,0.4,0,0.238,5,1.86,0.202,0.34,0.448,0.55,0.647,0,0.05777,0,0.05754
1995-02-04,wheat/winter wheat,2,0.84,4.2,5.5,0.245,5,1.712,4.81,4.254,3.779,3.371,3.021,0,0.08106,0,0.08087
1995-02-05,wheat/winter wheat,2,0.98,4.9,0.1,0.24,5,1.748,0.544,0.887,1.148,1.349,1.503,0,0.08685,0,0.08637
1995-02-06,wheat/winter wheat,2,0.97,7.6,0,0.238,5,1.634,0.169,0.356,0.528,0.685,0.824,0,0.11098,0,0.11079
1995-02-07,wheat/winter wheat,2,0.92,6.3,3.5,0.244,5,1.511,2.823,2.381,2.062,1.833,1.667,0,0.09991,0,0.09975
1995-02-08,wheat/winter wheat,2,1,0.6,2.2,0.244,5,1.553,2.248,2.246,2.227,2.187,2.131,0,0.06034,0,0.06023
1995-02-09,wheat/winter wheat,2,1,-1.2,0,0.244,5,1.563,0,0.394,0.671,0.881,1.045,0,0.05142,0,0.05113
1995-02-10,wheat/winter wheat,2,1,-1.2,0,0.244,5,1.43,0,0.164,0.322,0.465,0.595,0,0.05129,0,0.05105
1995-02-11,wheat/winter wheat,2,1,2.5,2.7,0.271,5,1.233,0,0.09,0.189,0.287,0.383,0,0.07134,0,0.0711
1995-02-12,wheat/winter wheat,2,0.85,7.3,3.8,0.307,5,1.042,0,0.057,0.124,0.195,0.267,0,0.11017,0,0.10943
1995-02-13,wheat/winter wheat,2,0.97,6.2,0,0.244,5,1.017,6.115,5.235,4.475,3.833,3.277,0,0.10169,0,0.10077
1995-02-14,wheat/winter wheat,2,0.98,6.8,1,0.241,5,1.261,1.173,1.41,1.608,1.769,1.886,0,0.10819,0,0.10764
1995-02-15,wheat/winter wheat,2,0.97,5.5,4.9,0.245,5,2.106,4.489,4.229,4.023,3.856,3.711,0,0.09732,0,0.09697
1995-02-16,wheat/winter wheat,2,0.98,6.9,2.4,0.242,6,2.706,2.448,2.537,2.617,2.689,2.749,0,0.11187,0,0.1108
1995-02-17,wheat/winter wheat,2,0.97,5.7,3.6,0.243,6,2.958,3.361,3.271,3.211,3.174,3.143,0,0.10149,0,0.10098
1995-02-18,wheat/winter wheat,2,0.98,4.2,0.6,0.241,6,2.543,0.795,1.028,1.229,1.407,1.56,0,0.08939,0,0.08896
1995-02-19,wheat/winter wheat,2,0.98,4.5,1.5,0.242,6,2.074,1.322,1.264,1.255,1.277,1.316,0,0.09215,0,0.09168
1995-02-20,wheat/winter wheat,2,0.97,6.6,9.6,0.244,6,4.392,9.187,8.806,8.433,8.071,7.722,0,0.11227,0,0.1112
1995-02-21,wheat/winter wheat,2,0.98,7.9,5.2,0.243,6,5.35,5.071,5.106,5.158,5.221,5.277,0,0.12806,0,0.12671
1995-02-22,wheat/winter wheat,2,0.98,4.9,0.1,0.239,6,3.451,0.391,0.749,1.059,1.338,1.581,0,0.09972,0,0.09862
1995-02-23,wheat/winter wheat,2,0.98,3.1,0,0.237,6,2.331,0.112,0.289,0.464,0.635,0.793,0,0.0848,0,0.08434
1995-02-24,wheat/winter wheat,2,0.99,3,0.2,0.237,6,1.7,0.118,0.187,0.282,0.388,0.494,0,0.08414,0,0.08361
1995-02-25,wheat/winter wheat,2,0.97,2.3,7.4,0.246,6,1.828,6.55,5.826,5.197,4.654,4.18,0,0.07889,0,0.0785
1995-02-26,wheat/winter wheat,2,0.89,-0.7,8.6,0.246,6,5.885,9.153,9.089,9.008,8.909,8.792,0,0.05999,0,0.05986
1995-02-27,wheat/winter wheat,2,0.08,0.6,0,0.241,6,3.967,0.565,0.999,1.36,1.672,1.947,0,0.06758,0,0.06718
1995-02-28,wheat/winter wheat,2,0.94,5.3,2.6,0.243,6,2.832,2.258,2.087,1.999,1.962,1.961,0,0.10256,0,0.10237
1995-03-01,wheat/winter wheat,2,0.98,8.4,0,0.237,6,2.154,0.372,0.638,0.838,0.995,1.123,0,0.13667,0,0.13615
1995-03-02,wheat/winter wheat,2,0.97,4.6,2.6,0.242,6,1.76,1.905,1.618,1.456,1.375,1.329,0,0.09908,0,0.09829
